sentiment,title,review
2,Great for organizing,No frills. Use for triangular hangers only. Installation is simple. Made of plastics and hopefully will last long. Will update later if it breaks too soon
2,Nice flower press,"Nice flower press. Works well, just takes some experimenting to see what works best. Fun craft project, good quality item."
1,Catty and only marginally interesting,"Cat fights set up like Joan Collins versus Linda Evans, brief cultural references, and then back to more back-biting plotting and night time soap stock plots. Two stars only because of some of the facts gleaned. A huge disappointment."
1,Check out the individual reviews of these books,The TCP/IP book is good The IIS4 Books is useless The Proxy Server 2 Book is useless The Windows 95 Book is alright - plus you shouldn't be taking the 95 test anyway. You should take the NTW test instead.STAY AWAY from this set. THE CORE PACK is good. THE ELECTIVES PACK IS USELESS!
1,Recycled Corporate Crap,"A little known fact - This CD was actually reproduced. It was remade because coldplay thought the original CD ""didn't sound like coldplay"". I'm sure the original tapes were Solid Gold material but it probably scared the record company to death. shame for having a soul.I was a huge fan of coldplays first two records. But trust me, there is no song on this cd you'll want to listen to more than 5 times.I promise you, one year from today, you'll have forgotten you've ever bought this cd. This is not good material. Trust me and save your money, or don't trust me and find out after about 3 listens through."
1,Not really for a beginner,"I don't consider myself a beginner in that my fitness level is around the average range, I am a little on the uncoordinated side and I couldn't keep up with this. Kathy doesn't slowly walk you through the steps and neither are they simple steps, so if you are looking for something for that is for uncoordinated people like myself, this would not be the video for you."
2,"Good dictionary, once you learn the quirks","The dictionary itself is quite good, offering multiple uses of words in context. It's also easy to use. The caveats: read the instructions when installing! I didn't, and had to reinstall. Second, it can interact and interfere with the cut-and-paste function (actually, anything using the Microsoft clipboard.) Once you learn those quirks and how to handle them, the dictionary is an asset."
1,Not a do it yourself guide,"This book is good for parents of kids who are new to or in speech therapy but, it's not a do it yourself guide. I was hoping to, teach my child how to say it right. This book gives some background and helps a tiny bit but, it didn't help in the least with teaching my daughter how to say her ""r"" sounds properly. On the speech therapy I go. Save the 10$ to apply to your deductible unless you just really want to learn more about speech problems."
2,This book is fun,"My 2 year old loves this book. I don't let him look at it by himself as I fear it would not last, but he wants it read to him several times a week (and he has about 100 books)! I let him operate many of the flaps now that it is a little broken in and he thinks they are hillarious. The little flashlight at the end of the book keeps him guessing. We always turn out the light and he puts his finger over the flashlight to make his finger light up. It is a lot of fun to read, especially if you like the kipper cartoon series. Nice and gentle bed time reading too, not too stimulating. One of the very best of the kipper book series."
1,Not the very best.,"Acoustic Research AW-871 Wireless Stereo SpeakersIt was easy to install, and the sound is good. I have a problem with a popping sound. Even when the stereo is off. One or both of the speakers will pop on and off, for no apparent reason."
1,good idea not well made,"as mentioned by someone else.the parts ofthe handle keep falling apart.and the cleaning tool keeps falling off.some debris falls through the bottom through cracks.but it still has been a great help in cleaning up from infants after feeding (cherrios, crumbs etc..)I am now looking for a different model by either same or different company, which does not havethese problems."
2,Great Streaming Video,"There isn't much I can add to the reviews already here. Everyone knows this film, and you either love it, or you don't. I do want to mention how gorgeous the video streaming version is...much clearer than the DVD version. Honestly, the first time I saw it, it was striking enough that I felt that there was something just a little new about this classic. I had never seen it like this before. Even if you have the DVD (as we do), the streaming version is still essential."
2,Great strings,I have been using D'Addario EXP Phosphor for more than a decade. I have tried many strings in my 40 years of playing and these are by far the best sounding and longest lasting. I can use them for several months and not lose much tone. Usually I just replace them because...
2,Obligatory book for brand iniciators,"This is a great book for entrepreneurs, marketers, brand managers and beginners. I used it for my brand management classes last year, and it's amazing how easy the student understand the concept.But it helped me to share some thoughts with very well established Brand Managers and Marketers. This book is very simple and straight forward. As it reads from the beginning, you can take it and read it in a short flight.I can easily recommend it for you."
1,Read the Reviews!!!!,"I usually read the reviews before making a purchase and for some reason I didn't on this one. Don't waste your money!!! The plastic cups are the worst. Egg yellows were solid and whites were not cooked, alot of water build up."
1,It's sooooo bad!!,"I really wanted to love this movie, but 5 minutes into it, I found myself checking my watch. I think George Lucas should apologize for making this movie, like he did for the second Raiders movie (I think it was him). Anyway, it was embarrasing to watch. The DVD? Forget it. I'd rather watch a commercial for doritos."
1,Ink Hog!!!,"This printer works reasonably well. However, the constant need to replenish these tiny ink cartridges is leading me to seriously consider dumping the printer, about a year after I bought it. I can't give you an exact metric like so many ounces per print or whatever, but, take my word for it, you will be replacing cartridges on this thing every couple of weeks if you do any small amount of printing at all. It is incredibly frustrating.Update 5/2009 -- the ink situation on this thing is just absurd. If you have any substantial sized project (like a few drafts of a 20 page document), be prepared to buy a whole new set of ink cartridges halfway through whatever you are doing. This thing is just useless if you want to use it for light business purposes once in a while. Do not buy this as your ""home office"" printer. I am going to replace it with a laser."
2,Turn boredom into an adventure for kids!,"Kids and families never need be bored again with this imaginative encyclopedia of activities. Broken down into sections according to the time needed to complete each project, kids can work alone or with friends to make a yarn spider web encompassing an entire room, create a personal cartoon strip, decorate a T-shirt, or learn decoupage, plus much, much more!Super collection of activities!"
1,Blech.,"What an incredibly bad and BORING book. I usually trust Roberts to tell a good story, but this book raised serious doubts for me. These characters are underdeveloped, BORING and I didn't care about any of them at all. ""End of the world"" - YAWN. I am not even tempted to buy the rest of the trilogy. And Roberts' habit of big, bloated speeches was bad in the last ""Red"" flower books; I'm assuming that no editor's curtailed her because it's just awful here. I just wanted everyone to shut UP with the big, long-winded declarations. And I'm annoyed that the person that, ah, not ends up not being part of the group, is that person. Talk about the final cliche in a book chock full of them."
2,Every Little Bad Boy HAS to go to Camp Green-Lake,"Have you heard of Camp GreenLake? Every little bad boy goes there. So be good. Now, Stanley Yelnats went there and was treated like a slave! If you go to camp green lake, you start dingin' holes like you never have before.So I warn you,! My brother went there and I didn't see him for the next year and a-half!!!!!"
2,Amazing,I thought this book was incredible. It was full of twists and turns and had great suspense. I read it a few years ago and still recommend it to people looking for a great book to curl up with ... just don't read it in the dark. : )
2,See the World through a Different Set of Eyes,"This book was so original! I picked the book up only because it was a Today Show Book Recommendation. It was very good. Mark Haddon is an excellent author. It must have been very difficult to tell the entire story through the eyes of Christopher, an autistic boy. By reading this book, you come to realize how these children go through their days - from their thought processes to their unbearable touches. It was a serious book, but there were lots of funny parts to chuckle over. Overall, this was a great book; a little predictable at times, but still very good. It has all the emotions of a good book - sadness, laughter, and joy."
2,Adult: Good game for Baseball fans or children,"As an adult I found the game to be quite limited. The music and effects are pretty good. I noticed an outright bug where on several occassions I have seen the computer get a double play on me and call each runner safe as the ball was thrown. Which is it? Safe or out?There really isn't much depth to this game(no stadium detail, no team level choices.. etc) but its still fun to pick up for a quick game once in a while.Pick it up if your a fan or for your kids."
2,GREAT RESOURCE,"This book arrived in excellent condition and great price compared to what was out there. Garage Band 09 is also a good resource, but it is very sad that this book is out of print! I own both but this is a MUST HAVE for those learning to use Garage Band."
1,Swiffer Company...are you listening?,"Handy to use and seems to work fine. However, Swiffer should have used Lithium Ion batteries on this product. The battery life is unacceptable and this is due to nickel cadmium battery, which no one wants anymore. I will not buy any more cordless tools or devices that do not come with Lithium Ion batteries. Swiffer....use Lithium Ion and charge another ten bucks. I would be more than happy to pay extra knowing that the battery life will allow me to do more than my kitchen. Just my take on the matter."
2,off the hook,The Introduction is off the hook FOE REAL. The music is very unique crafty`s style of flow is bad not bad in a horrible way but bad in a good way.I heard this album from a friend and plan on purchasing one for myself very soon. It`s about time someone put SEATTLE on the map.
1,doctor who,This episode was not that great. There are four episodes and to watch them you need to go to the special features to watch. It was poorly written.
1,stop the bickering and follow the rules!,"This Colonial House was my least favorite of all the House series. The volunteers were not well chosen because they belly ached and refused to make it an authentic experience. Some did not play by the time period rules--very aggervating. I would love to be a part of these experiments and I can't stand when someone wastes the opportunity.While still a fascinating series, I wasn't drawn in like some of the other House series because of the constant conflict."
2,good textbook,"the book is interesting, if you like and enjoy statistics, be my guest. if you are into mastering theory of political analysis, this is also the book for you. The theoretical part of the book, is very interesting, and quite easy to understand, no problems at all. If you have a hard time getting stats, do not worry, still you will be fine with the theoretical part of the book. YOU find a glossary of terms in the back of the book which become very helpful to understand any ""political-statistical"" term, you might be not familiar with."
2,Fun when looking for something a little different,"As the title says, this is a great movie when your in the mood for something a little different from the norm. The characters are great and easy to relate to on a 'day to day' basis. Some of the issues presented are not for everyone, but it should not deter you from watching it."
1,"A bridge too far..er, ..one movie too far.","Loved the first movie, seemed the most original thing I had ever seen.Really liked the second one. The third..well I left the theater after it was over and just said to myself. "" What the hell did I just see? "" ..Lord of the Rings it ain't! But I'm compelled to buy it to complete the series. And yeah, at least the battle for Zion was fun..but that's the two stars."
1,Nothing new from Mr Jackson,"Well after Drive, I really thought Alan was going try things on this album. Instead it seems he has put on effort what soever with this attempt. The critics normally love his music, in his own words, hes just a simple singer of simple songs.Well Im sorry Alan that just doesnt cut it. If French Fries were fat free is embrassing, if a Garth Brooks or a George Strait did a song like that, well all the critics will be up in arms.Its okay to sing old style country Strait, Jones do it perfectly, but just to do an album for the sake of doing an album is pure wrong.A very poor effort from an artist that should know better."
2,FatMax Rules!,"Another great Stanley FatMax product! I especially like the FatMax line for its easy to find yellow and black scheme ... stands out in my tool bag, plus the rubberized grip makes it comfortable to hold as well as use. The viewable filler door is great too! No more opening the door and spilling chalk everywhere to see how much is left. And finally a place to store the clip end so when you pull it out of your bag the clip doesn't catch on something extending the string and putting chalk all over your other tools!"
2,A good read !,"Definitely a good read. This book provides detailed insight into the planning of covert operations in Afghanistan, and some of the problems associated with dealing with the indigenous population of that region. The book is not centered around actual battles fought, but focuses on the day to day aspects of the operation. I would definitely recommend it for anyone with an interest in special forces operations."
2,"Madchen, Madchen",You need to speak German as there are no subtitles for this movie. It is really funny. Teenage girls wanting to orgasm. Never laughed so much in my life. Sometimes foreign movies can do risque subjects so much better than we can. A laugh a minute. Super acting by a very young cast.
1,WEAK,"I was going to make sure and post a comment on how bad this disk was, but apparently everybody can tell. This is a weak disk, it is the same thing over and over. The first one showed hints of it but was his first release so it made up for it. This got rid of the doubt. 50 aint nothin'. Give me the Game any day, and once Detox drops its gonna be 50 who."
2,Well Worth the Price,"I just wish the professor was as good as the process of getting this book.There was some high lighting on the pages but the book for its age was in very good condition.This edition of the book is exactly the same as the 5th edition with the exception of some of the examples.Will be going through Amazon again to get my books, wont be paying those high prices at the book store!!!"
1,the broken shoe strap!,"the same day I tried themthey broke @ the strap & they are hard to keep on your feet when walking on your lawn, i would buy these again if they were to make them more comfortable & extra durable!"
1,You Truly Can't Judge a Book By the Cover,"Sounds like a cookbook, but the nonfiction account of changes in food culture due to women's changing roles in society and the natural changes this produced in their expression in cooking is what you find inside. The book covers pre-WWII to the early 1960's and uses household names like Betty Crocker and Julia Child to draw the reader into a more detailed, gender-based analysis of cooking n American and our resultant ""Food Culture"".The book is exceedingly dry and the title is misleading. What appears to start as a tale-based journey back in time quickly degrades into a familiar feminist lament of under-appreciation and under-representation. The book even ends with a comparison of Julia Childs and Betty Friedan as ""pioneers"" for women - odd partners in the feminist movement. At 254 pages, it should have been more entertaining. But, I was fascinated to learn early cupcake mixes included dried egg."
2,Brilliant,"This show was wonderful on HBO, but now that it is on blu-ray it is absolutely stunning. I highly recommend you buy this if you like any sort of war or action film."
2,Great comfort,"I continue to find great comfort in this book. Just last night I started reading it again, after feeling anxious about a personal problem (receiving notice that someone is suing). The part about separating the Practical Problem from the Emotional Problem isgreat advice, all by itself. So, it's back to ABCDEF (acronym for the steps of the Three Minute exercises) for me. Thanks for the very helpful book."
1,Very poorly made.,"Very poor construction and quality. Very flimsy; barely took out of box a few minutes to find no functionality at all in the crane. Not durable, not fun, nor educational. Poor design, should not be sold on Amazon. Deters me from ordering similar toys.I have promptly returned the item, and am awaiting my refund confirmation."
1,Dead in 5 days,"During the first four days of its life I liked my Gigabeat 60. Its interface is intuitive, and the sound is good. In fact, I ordered a second unit for my wife. I don't play videos so whatever problems there are there is of no concern to me. The only problem during this honeymoon was that the battery was dead every morning. I assumed this was due to operator incompetency and wowed to plug it in every night.However now, on day five the unit is dead. Toshiba service does not answer the phone, I cannot find any helpful information on the web. They are both going back.at in Florida"
1,Great magazine terrible service,"I love cosmo and got this subscription as a gift but I haven't received half of the issues. The subscription skips to every other month, I never get the magazine before it hits the newstands... and when I have complained and complained and complained they don't do anything. They have told me they would renew my subscription for the next year, didn't. said they would extend it an additional 3 months. didn't. It's beyond irritating, doesn't make any since. And defeats the purpose of having a subscription. I am such a big, avid customer of amazon and this is by far the worst service I have ever received from them."
1,THIS BOOK IS NOW 0UT-DATED,"The belief that the G-spot does not exist is just as dogmatic as the insistance that it does! I suppose if the book gets people to talk and explore, it is almost worth the money, but every woman needs to find out about her own body, by herself and with her partner, and not try to live up the to expectations portrayed in this book - like the myth that G-spot stimulation will inevitably lead to a female ejaculation. Forget the super-sex pressures of sex books like this and just explore."
2,LOUD - best for outdoor use,"If you need a clave that will cut through anything, anywhere, this is it! These are LOUD, LOUD, LOUD - to the point where they hurt your ears indoors. The sound quality still manages to be musical, though - pretty amazing. These are ideal for outdoor use."
1,The 2006 Champs deserve better than this !,"Even if you love the White Sox like me, you won't like this book.As another reviewer wrote ""It's got typographical errors. It's got poor sentence structure. The author He's no John Steinbeck; his prose is pedestrian.""Stay away from 1959 and Beyond."
2,The Arctic Incident,"The Arctic Incident was a fantastic book. It was filled with love and determination. In the begginning Artemis Fowl recieves an email that says his father was alive and that he was being held for ransom. Artemis's dad had supposedly died when his boat crashed. Before Artemis can leave to save his father he was captured by a fairy. The year before Artemis had stolen 15 million dollars worth of gold from the fairies. Artemis ended up helping the fairies. He did this so the fairies would help him save his father. Find out of Artemis can save his father, read Artemis Fowl The Arctic Adventure!"
1,Vic Firth 'Pump & Grind' Salt Mill much to be desired,"Vic Firth STS06SM01 ""Pump & Grind"" Salt Mill, Stainless SteelIn reading the description of this salt mill, I selected it because it promised to be simple to operate and would also allow me to vary the coarseness of the grind. In fact, the mill is difficult to operate for anything but the smaller crystals, and there were no instructions included as to how to vary the coarseness, and nothing intuitive about the mill to allow one to figure it out without instructions. It certainly looks nice, and takes up little space, but that's about the only positive things I can say about it."
1,Some errors in the book,"While the historical content is acceptable, the author makes some blatant mistakes mostly in the photos. In one photo he shows the site of the Wilcox train robbery near a present day railroad sign dispaying the ""Wilcox"" whistle stop. However, the actual train robbery happened about 12 miles northeast of this location. The train tracks were moved 2 years after the train robbery and the actual site is along a raised abandoned railroad grade. Another errors is the photo of the jail cell where Butch was held in the Wyoming Territorial Prison (now a state park). While the building walls are original, almost nothing inside is. The whole place was gutted at one time and used as a barn. A reconstruction of the prison was done, so the ""prison cell"" shown is not the actual cell, but a reconstructed one."
1,it just doesn't work w/Canon XL1 tapes,"i shoot miniDV on a CanonXL1, and this deck just won't play the tapes without introducing artifacts every 45 seconds or so.on the other hand, it makes a great parking block for my Audi, albeit an expensive one.i would NOT buy this product if you aquire images on Canon or Sony cameras, as (by all indications) it'll perform as well as President Bush articulates (ie: it won't)."
2,Wonderful tale of the gift of purity,Beautiful book (in picures and story). It really shows girls (and boys) what a wonderful gift God gives us and how we should save that gift for the special person. Wonderfully told. My daughter (2 1/2) LOVES it. It is her favorite book.
1,Burnt out in 4 to 5 months,"Very disappointed; 1 of pair lasted 4 months, the 2nd 5 months. Based on Sylvania claims (and price), I thought I was purchasing a superior product. If you read their package materials, Sylvania is very careful not to make any claims for the life of the bulbs...they must know they have a short life.I spoke to local AutoZone; they told me they have had alot of complaints about early failures with Sylvania Silverstars.I compared Silverstar with standard headlight side to side while driving since I changed burnt out bulb in store parking lot so I wouldn't get stopped for a dead headlight. The Silverstar is only slightly better; not better enough to justify the expense of what could be continual replacement."
2,Old School meets New School!!!!,"All the music lovers at our house will own their own copy of this one, 'cause mom's tired of sharing! Those slick guitar riffs from Carlos that rock the house and bring out the air guitar in everyone, tropical latin tracks that make you want move, rap, soul and more... It's probably one of the most diverse CDs we own and one of Carlos' best ever!"
2,its okay,some songs are good and some are bad. this is a good enough review to be shown. it explains all
1,Leaks,I would like to say no stars.Bought 2 identical bottles so there is no anomaly here.Caps did not hold water at all.The leaking was profuse.After I decided it was junk I inserted the caps without twisting and it took barely any pressure at all.These bottles nearly ruined all electronics in the knapsack.
2,Classic Compilation,"Baby Bash's classic compilation, Before He Got to be Huge (Suga,Suga). A Must for Baby Bash Fans"
2,It works!,"Slimmer belt actually works! It definitely makes you sweat and is comfortable. Lost 5 inches off of my waist since my purchase 7 weeks ago. Probably could have lost more but this is without a diet. I am up to the 2nd zipper and yes its a great perk. Down side is it could have been a little longer, especially for those who are looking to lose back handles or baby flaps from c-sections otherwise, you'll need to adjust it up and down. The zippers could be a little less bulky as well for women who like to wear fitted blouses, but overall it does not show much thru your clothes. I recommend for back support and working out. I was pleasantly surprised!"
2,EXCELLENT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tom Clancy continues to deliver the highest quality of written material
1,Nao espere muito deste livro,"Se voce esta procurando um livro que ensine como montar um ""gaiola"" ou ""dune bug"", esqueca este livro. Ele fala muito sobre motor, freio, etc. Sobre a estrutura, ou ""frame"", so da algumas dicas de como procurar para comprar. Ridiculo ne !"
2,THIS IS THE BEST PUZZLE GAME EVER!,"If you like games like Tomb Raider and or Lemmings, you won't be able to walk away from this game. Though the plot is a bit dark the game is funny as heck.I spent hours playing this game (then i had to return it) so i bought it:). Abe's oddysee is probably one of the hardest problem solving games ever. And the controls are very easy to learn. You really got to buy this game.Though the game is in 2-d the screen changing graphics are spectacular! And the movies run extremely smooth. But dont buy this game if you arent willing to get addicted!"
1,Endings Like This - Nevermore,"This is a good writer. The ending, though, is unnecessarily weak. He serves up a plausible and detailed analysis of why one character could, ultimately, have been the murderer. He then incongruously shifts gears at the eleventh hour. His explanation for why the killer he finally decides on, killed? - ""There's no explanation, Jack ...""There's no excuse - Michael."
2,Surprised,"I was surprised this product was not packaged differently. It came in a nonpadded envelope which offered little protection; however, it did arrive in good shape thankfully."
1,Fun... but not fabulous,"This is really a bathroom book or something cute for the coffee table. There is nothing really great about the book (except the title), but it was kind of fun to flip through it. I read through it in less than an hour and tossed it (I have no room for it in my bathroom or on my coffee table). The book might be cute as a gift, however it's not something that I would put on my bookshelf and keep. I read all of the other reviews before buying it and I guess my expectations were just too high."
1,Westbend broke after 7 months of very light use.,"I am upset. The circular cutting wheel and washers fell off the main shaft, making this now useless! We barely used it, perhaps opening about 3-4 cans a week over 7 months. And I bought this only because I read so many great reviews--that said, did we get the one lemon in the batch? At $25, I expect more than 7 months of use--and I see the price is now up to $33. If anyone has a suggestion as to whether parts are available, kindly respond. This is very disappointing."
2,The Mecca of all recorded albums!,"Plain simple, this could be easily the best album ever recorded, just only for its influence. 40 years and still fresh and daring.This is The Beatles as you've never heard them before, or probably after (and the first ever album to have the lyrics printed in the back cover). Psychedelic, urban and extremely brilliant. Get this album and experience not just music, but a whole cultural movement.NOTE: Im not a blind fan, and I'll be clear. To me one song of the bunch doesn't work, and that'll be ""Good morning good morning"". The Anthology version is far superior and cleaner although the guitar solo in here is really awesome. Its just the string and horns arrangements and the weird farm animal sounds that seems very out of place. But anyway, in spite of that, this must be the most important album ever (even if by today's standars of music sounds pretty dull). Period."
2,GREAT BOOK,"This book was very helpful to me when I had to prepare for the TOEFL test, the only thing that this book needs is some CBT practice tests."
1,harlequin romance anyone???,"This book wasn't a bad read. However, for someone expecting a mystery, I found it 90% romance. Also, medievil life in Norman England was certainly a great deal more gritty than what is portrayed in this book. See Instance at the Fingerpost or Stolen Tongue for the real deal."
2,O.K. ish.....could be better,"I really like the bonus disk but why bother with DISK ONE it's just the same old single or album mixes which are available everywhere. DISK 2 has a couple of lost mixes that have not appeared on CD before and that's why I purchased 3 copies....here in Australia it sells for less than $25 Aussie dollars...and since it got yanked in some regions of the world not many copies were pressed so I fugure over time it might become a valuable rareity.....well my great grandchildren might make some money out of their sale one day!!!For Prince's next set of rare releases I hope someone convinces him to release his 12"" remixes of AMERICA which I have only ever found as a 6 min version on CD (Russian Bootleg) although my original 12"" record was much longer (about 20 mins I think).Being a Prince fan I am always willing to make contact with others...if you want you can contact me at tomwynn007 <at> hotmail <.> comKeep those 12"" mixes coming."
2,Good CD,It was great to get so many of our favorite songs in the same cd. I was very happy with the sound quality vs. some of the other karaoke cds that I have purchased.
2,fun fish,these are great in the water- really look like real fish swimming- kids get a kick out of them. Makes the pool come alive.
1,A long-time fan,"I've been a fan of BG ever since it first came out, but I'm sorry, Mr. Hatch, I couldn't wade through this novel (and I tried, believe me). This whole psi-power thing, with its elitist overtones, is not a good selling point for long-term fans of the series. Your treatment of Starbuck (the character that still sells BG) rings a little hollow and is not calculated to endear him to anyone. Please stop here."
2,Patsy Kline channeled thru Moby,I kid you not! Actually maybe its Leonard Cohen channeled thruPatsy Kline. Whatever you call it its Beautiful and well worth a purchase. The production on this album merits special mention.
1,I'm still depressed - weeks after reading this!!,"I'll make this short and sweet (bittersweet). Mr. Franzen is very talented in his descriptions of people, places and things. However -- this book has no soul, there wasn't a character I cared about, even though I tried and tried and tried!"
1,The code already used,The code was already used when I tried using it. I wasted over $18 on nothing. Very upset. DO NOT BUY UNLESS YOU WISH TO LOOSE MONEY
2,Drip Pans,"The pans are nice and heavy. Suited the purpose but, they had to be revamped for the stove. I am sure that they would fit a newer stove perfectly."
2,One of The Best Movies Ever,This is a move that makes you think and the acting and story line is excellent! Jodie Foster played a fantastic role in this movie. A must see!
2,Selling Biotech Products in Today's Market,"360 Degree Selling-How to Sell Biotechnology Products is one of the best books of its kind. With 24 pages of selling, using clinical reprints, it supplies the representative with crucial ways to use third party selling. The book also leads the representative to use the many web sites available to supplement his/her presentation with the latest and most pertinent information for the physician. Furthermore, it shows how the representative can best utilize his/her Time & Territory Management and Routing techniques. Last, but not least, it teaches the importance of maintaining physician contacts and using phyician personality and prescribing profiles to tailor presentations to individual physician's wants and needs."
2,Better than ever,"After re-viewing this show, I truly beleive Twin Peaks was a timelss television experience. It resonates as one of the most creative, touching, frightening, and funny experiences ever created in the medium. The second season is at least as effective as the first for those willing to invest."
1,Buy at your own risk!,Purchase this product at your own risk. I purchased one and it cost me over $600 in repair bills to have damages caused by this jump starter on my car.
2,good book,"Received book almost immediately...enjoyed the contents. So far, this is one of the best books I've read on this subject. I wish i would have read this one first."
2,Couldn't find it,"My son could not find this movie anywhere, so we were thrilled to see it on Amazon. Looking forward to surprising him for Christmas."
1,Beach Music may be the worst book that I have ever read.,"So much of this book was unbelievable, beginning with the characters' names - Ledare, Shyla, Tee, John Harlan, Dallas - what kind of names ARE those? The scene with the four friends lost at sea for two weeks was completely unbelievable, and became laughable when the boys were rescued by holding on to the antler of a swimming deer that led them home. The scene where Jack was in the hospital bathing his mother and shampooing her hair because she had become violently ill;shouldn't he have called a nurse? It's frightening that such a book could become a best seller."
2,Very Satisfactory Transaction,"Seller was prompt in shipping product. However, the choice of shipping was limited. It took more than a week for USPS to deliver the paperback size book. I ordered the book on 2/12 and received the book on 2/25.I was charged $3.99 for shipping. USPS informed me that for about $1 more, I could have the book delivered in 2-3 days. Seller should look into offering this other option.Thank you."
1,Flimsy,"This thing is always falling apart. My daughter is 3 and has a 15 month old brother. Tons of little pieces. Not a good toy. Not very durable. Plus, if you want to really use it the way they say, you need to buy extra dolls. It just comes with a monkey. Seriously."
1,Very poor materials (Cheap particle board that cracks),"Screws stick out on top of stand and will the scratch bottom of your speakers.They attempted to mitigate this with very thin spacers provided, but they are inadequate.3 of 4 posts cracked under very light turning of the screws to attach them.Very poor design.Very poor materials (Super cheap particle board)."
1,Don't bother,"It is amazing to me what a publisher will publish in this day and age. This book is worthless. There is no plot. The characters are not developed and nothing they do or say makes any sense. It appears to me, after wasting my time reading this book, that the author's sole purpose is to pass her own depression and melancholy on to others. You know, misery loves company. Well, you will be absolutely miserable if you try to read this book."
1,Horror Remakes Suck,"The original Night/Demons was a classic 80's horror film. The 2010 Demons is a steaming pile of horse pucky. I really don't even know where to start with this muddled mess. But I'll try...1. Shannon Elizabeth as Angela, really?2. Eddie Furlong looks like a bloated reject from Fraggle Rock3. The most un-erotic lesbian make out scenes ever4. CGI that looked good in 1997on the plus side I liked the soundtrackAvoid at all costs"
2,"Good for Beaders, Embroideriers, and Quilters","As with all Interweave Press publications, this starts with a historical overview of bead embellishments including some beautiful pictures and samples.There are several stitches shown with many texturing ideas offered for use in the various projects. They start from simple pocket fringe to a wonderful Sashiko Vest - assembly instructions are included with this project.A chapter is devoted to designing for bead embroidery with discussions of how stitches effect the finished look of a piece. You will also find information on color.The gallery is actually two sections. Two pages are devoted to a few of the Bead Quilt squares created in memory of the September 11th, 2001, attacks. The other section is lovely in that it show a few of the possiblities inherent in bead embroidery.Overall it's an excellent book and a good addition to any beader's, embroiderier's, or quilter's library."
1,Professor White is upset,"This isn't my review. I heard Professor David Allen White, Shakespeare professor extraordinaire at the U. S. Naval Academy, last night on the Hugh Hewitt radio show. He was furious upon receiving the latest edition of this book to find that all of the notes and introduction have been larded with post-modernist criticism and political correctness. He says he can't teach from this book any more. He cites such nonsense as claiming that Amelia is the true heroine of Othello; As You Like It is about homoeroticism; yadda yadda yadda.He said that if Shakespeare were handed this book, he'd burn it.This review may not get published, so I have tried to contact the good Professor to post his own."
2,From a network administrator's perspective,"I read this book as part of my first course in a Ph.D.-MIS program. I thought it was a great overview and history of MIS, and provided insight into alternative IS management styles and strategies. The case studies were relevent, current, well written and interesting. I recommend this book for all network and systems administrators. It gives insight into what thought processes should be occurring at the CIO and IS manager levels."
1,Not matt black!,"The porcelain is decent quality, but the colour is certainly not the matt black it appears in the picture! Instead it's a sparkly lightish black, or a fake metallic gold. Not at all what we expected, and certainly not what we hoped."
1,Too long and detailed,I tried to listen to the tapes but it was too long. Lara's family is killed early on and the whole rest of the tapes (10?) seems to be about changing existing law.
1,Nothing out of the ordinary,"This was just another example of a history book that didn't need to be written, except to torment history students."
1,I tried to keep reading ...,"I finally stopped around p80. There was no character development of the two sisters (beyond one is pretty, the other smart) - at least by p80 and the knight just spent 80 pages trying to decide which sister (or servant) to sleep with - he still had not decided when I decided to close the book for good. This testosterone driven knight was not interesting enough for me to keep going. Jennifer Blake's ""Louisiana Dawn"" or Lisa Kleypas' ""Then Came You"" or Joanna Lindsey's ""Captive of My Desires"" were so much better."
2,Great book on worms! - Really!,"Well written book on worms and what they mean for the gardener, the composter and the planet. Well researched and very well written."
2,The Reef,"This story had all the great parts of any. Murder, Love, Love Lost and lots of action. I read it straight through. Would suggest."
2,"Blue dreams, black despair, red hot!","Listen carefully. That roar of approval you hear will echo around the world, anywhere that books are sold and badges are worn. Gallo's book will be hearalded as fanfare for the common cop. If you want to shatter the television myths of cop life read this book!!"
2,Probably the Best WWF CD yet.,"This CD has the most current entrance music for the WWF supestars. Many previous WWF albums had themes that were already outdated. This has the current versions of the music that are heard on TV. Some of the music does however seem looped and doesn't change much as the track plays. The best tracks in my view incude: The Game, Lita, Rikishi, Raven, Benoit, and Kane. Definitely a good addition to any collection."
2,Special sibling double feature,This porduct is just prefect as a sequel companion to the special 1930 Dracula/ Universal Horror Films legacy series - I heartily recommend it for back-up viewing possibly thusly!
2,Very Easy to Use,"We had not registred for this but a friend who saw that we were registered for an ""infant"" car seat (that pops in/out of base for carrying) said that this was a must have. In terms of portability - it is very light and very manuverable (can steer with one hand). Once assembled - it is very easy to set up and get the baby in/out quickly. Makes trips to the store easy. We returned our other stroller once we received this as a gift. We will be sad to see it go when our son grows out of his infant car seat."
2,good read,"This book was very good, it kept you wanting to know what would happen next. The characters in the story were interesting and different. A good read."
2,Very nice.,"These towls are awesome. I've had them for less than a week and I'm thinking about getting another set. Only problem is as a single guy I wouldn't need them.These towels are incredibly soft, absorbant, and even nice to look at. There are a *few* woven loops on some towels that are a little loose/pulled, but these towels for $30 I'm definitely willing to put up with it."
